[LOG 28/04/2020 - 14:58:08] Starting funcs...
[LOG 28/04/2020 - 14:58:08] Attempt to log-in bot credentials...
[LOG 28/04/2020 - 14:58:10] Ready!
[LOG 28/04/2020 - 15:14:30] Starting funcs...
[LOG 28/04/2020 - 15:14:30] Attempt to log-in bot credentials...
[LOG 28/04/2020 - 15:14:32] Ready!
[LOG 28/04/2020 - 15:14:36] ReferenceError: request is not defined
[LOG 28/04/2020 - 15:14:58] Starting funcs...
[LOG 28/04/2020 - 15:14:59] Attempt to log-in bot credentials...
[LOG 28/04/2020 - 15:15:01] Ready!
[LOG 28/04/2020 - 15:15:26] O Usuário iPower tentou executar uma votação contra Snizi sem motivo de banimento.
[LOG 28/04/2020 - 15:15:40] O Usuário iPower iniciou uma votação contra Snizi, motivo: adorador de egirl
[LOG 28/04/2020 - 15:16:10] Votação contra Snizi foi negada. Por 4/3 Votos.
[LOG 28/04/2020 - 15:30:50] Starting funcs...
[LOG 28/04/2020 - 15:30:50] Attempt to log-in bot credentials...
[LOG 28/04/2020 - 15:30:52] Ready!
[LOG 28/04/2020 - 15:31:15] Starting funcs...
[LOG 28/04/2020 - 15:31:15] Attempt to log-in bot credentials...
[LOG 28/04/2020 - 15:31:17] Ready!
[LOG 28/04/2020 - 15:32:13] Starting funcs...
[LOG 28/04/2020 - 15:32:13] Attempt to log-in bot credentials...
[LOG 28/04/2020 - 15:32:15] Ready!
[LOG 28/04/2020 - 15:34:39] Starting funcs...
[LOG 28/04/2020 - 15:34:39] Attempt to log-in bot credentials...
[LOG 28/04/2020 - 15:34:41] Ready!
[LOG 28/04/2020 - 15:34:44] Error: ENOENT: no such file or directory, stat 'C:\Users\Administrator\Documents\worker\CodeHubBOT\dependences\sosiaDB[www.google.com][7016].jpg'
[LOG 28/04/2020 - 15:34:56] Starting funcs...
[LOG 28/04/2020 - 15:34:56] Attempt to log-in bot credentials...
[LOG 28/04/2020 - 15:34:58] Ready!
[LOG 28/04/2020 - 15:35:52] Starting funcs...
[LOG 28/04/2020 - 15:35:52] Attempt to log-in bot credentials...
[LOG 28/04/2020 - 15:35:54] Ready!
