[LOG 24/04/2020 - 12:52:41] Starting funcs...
[LOG 24/04/2020 - 12:52:41] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 12:52:43] Ready!
[LOG 24/04/2020 - 13:04:34] Starting funcs...
[LOG 24/04/2020 - 13:04:34] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:04:36] Ready!
[LOG 24/04/2020 - 13:11:42] Starting funcs...
[LOG 24/04/2020 - 13:11:42] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:11:43] Ready!
[LOG 24/04/2020 - 13:12:49] Starting funcs...
[LOG 24/04/2020 - 13:12:49] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:12:51] Ready!
[LOG 24/04/2020 - 13:14:26] Starting funcs...
[LOG 24/04/2020 - 13:14:26] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:14:27] Ready!
[LOG 24/04/2020 - 13:16:44] Starting funcs...
[LOG 24/04/2020 - 13:16:44] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:16:46] Ready!
[LOG 24/04/2020 - 13:16:57] Starting funcs...
[LOG 24/04/2020 - 13:16:57] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:16:59] Ready!
[LOG 24/04/2020 - 13:18:02] Starting funcs...
[LOG 24/04/2020 - 13:18:02] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:18:04] Ready!
[LOG 24/04/2020 - 13:18:39] Starting funcs...
[LOG 24/04/2020 - 13:18:39] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:18:41] Ready!
[LOG 24/04/2020 - 13:18:46] O Usuário ＦＡＮＴＡＳＭＡ tentou enviar o comando xp no DM.
[LOG 24/04/2020 - 13:25:39] Starting funcs...
[LOG 24/04/2020 - 13:25:39] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:25:41] Ready!
[LOG 24/04/2020 - 13:26:42] Starting funcs...
[LOG 24/04/2020 - 13:26:42] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:26:44] Ready!
[LOG 24/04/2020 - 13:27:27] Starting funcs...
[LOG 24/04/2020 - 13:27:27] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:27:29] Ready!
[LOG 24/04/2020 - 13:27:33] O ＦＡＮＴＡＳＭＡ consultou o avatar de iPower
[LOG 24/04/2020 - 13:29:20] Starting funcs...
[LOG 24/04/2020 - 13:29:20] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:29:22] Ready!
[LOG 24/04/2020 - 13:29:26] O ＦＡＮＴＡＳＭＡ consultou o avatar de iPower
[LOG 24/04/2020 - 13:29:44] Starting funcs...
[LOG 24/04/2020 - 13:29:44] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:29:46] Ready!
[LOG 24/04/2020 - 13:29:50] O ＦＡＮＴＡＳＭＡ consultou o avatar de iPower
[LOG 24/04/2020 - 13:30:06] Starting funcs...
[LOG 24/04/2020 - 13:30:06] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:30:08] Ready!
[LOG 24/04/2020 - 13:30:11] O ＦＡＮＴＡＳＭＡ consultou o avatar de iPower
[LOG 24/04/2020 - 13:30:39] Starting funcs...
[LOG 24/04/2020 - 13:30:39] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:30:41] Ready!
[LOG 24/04/2020 - 13:30:44] O ＦＡＮＴＡＳＭＡ consultou o avatar de iPower
[LOG 24/04/2020 - 13:30:54] O ＦＡＮＴＡＳＭＡ consultou o avatar de João
[LOG 24/04/2020 - 13:31:39] Starting funcs...
[LOG 24/04/2020 - 13:31:39] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:31:41] Ready!
[LOG 24/04/2020 - 13:31:45] O ＦＡＮＴＡＳＭＡ consultou o avatar de ＦＡＮＴＡＳＭＡ
[LOG 24/04/2020 - 13:32:26] Starting funcs...
[LOG 24/04/2020 - 13:32:26] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:32:27] Ready!
[LOG 24/04/2020 - 13:32:31] O ＦＡＮＴＡＳＭＡ consultou o avatar de ＦＡＮＴＡＳＭＡ
[LOG 24/04/2020 - 13:36:19] Starting funcs...
[LOG 24/04/2020 - 13:36:19] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:36:20] Ready!
[LOG 24/04/2020 - 13:37:04] Starting funcs...
[LOG 24/04/2020 - 13:37:04] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:37:06] Ready!
[LOG 24/04/2020 - 13:37:30] Starting funcs...
[LOG 24/04/2020 - 13:37:30] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:37:32] Ready!
[LOG 24/04/2020 - 13:41:43] Starting funcs...
[LOG 24/04/2020 - 13:41:43] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:41:46] Ready!
[LOG 24/04/2020 - 13:42:11] Starting funcs...
[LOG 24/04/2020 - 13:42:11] Attempt to log-in bot credentials...
[LOG 24/04/2020 - 13:42:13] Ready!
