[LOG 23/04/2020 - 12:11:30] Starting funcs...
[LOG 23/04/2020 - 12:11:30] experience.json not found.
[LOG 23/04/2020 - 12:11:41] Starting funcs...
[LOG 23/04/2020 - 12:11:41] experience.json not found.
[LOG 23/04/2020 - 12:12:12] Starting funcs...
[LOG 23/04/2020 - 12:12:12] experience.json not found.
[LOG 23/04/2020 - 12:12:52] Starting funcs...
[LOG 23/04/2020 - 12:12:52] Attempt to log-in bot credentials...
[LOG 23/04/2020 - 12:12:54] Ready!
[LOG 23/04/2020 - 12:13:21] Starting funcs...
[LOG 23/04/2020 - 12:13:21] Attempt to log-in bot credentials...
[LOG 23/04/2020 - 12:13:23] Ready!
[LOG 23/04/2020 - 12:13:44] Starting funcs...
[LOG 23/04/2020 - 12:13:44] Attempt to log-in bot credentials...
[LOG 23/04/2020 - 12:13:46] Ready!
[LOG 23/04/2020 - 12:15:01] Starting funcs...
[LOG 23/04/2020 - 12:15:01] Attempt to log-in bot credentials...
[LOG 23/04/2020 - 12:15:02] Ready!
[LOG 23/04/2020 - 12:17:55] Starting funcs...
[LOG 23/04/2020 - 12:17:56] Attempt to log-in bot credentials...
[LOG 23/04/2020 - 12:17:57] Ready!
[LOG 23/04/2020 - 12:18:32] Starting funcs...
[LOG 23/04/2020 - 12:18:32] Attempt to log-in bot credentials...
[LOG 23/04/2020 - 12:18:33] Ready!
[LOG 23/04/2020 - 12:18:54] Starting funcs...
[LOG 23/04/2020 - 12:18:54] Attempt to log-in bot credentials...
[LOG 23/04/2020 - 12:18:56] Ready!
[LOG 23/04/2020 - 12:19:08] Starting funcs...
[LOG 23/04/2020 - 12:19:08] Attempt to log-in bot credentials...
[LOG 23/04/2020 - 12:19:10] Ready!
[LOG 23/04/2020 - 12:19:25] Starting funcs...
[LOG 23/04/2020 - 12:19:25] Attempt to log-in bot credentials...
[LOG 23/04/2020 - 12:19:27] Ready!
[LOG 23/04/2020 - 12:23:37] Starting funcs...
[LOG 23/04/2020 - 12:23:37] Attempt to log-in bot credentials...
[LOG 23/04/2020 - 12:23:39] Ready!
[LOG 23/04/2020 - 12:24:29] Starting funcs...
[LOG 23/04/2020 - 12:24:29] Attempt to log-in bot credentials...
[LOG 23/04/2020 - 12:24:30] Ready!
[LOG 23/04/2020 - 12:25:00] Starting funcs...
[LOG 23/04/2020 - 12:25:00] Attempt to log-in bot credentials...
[LOG 23/04/2020 - 12:25:02] Ready!
[LOG 23/04/2020 - 12:26:38] Starting funcs...
[LOG 23/04/2020 - 12:26:38] Attempt to log-in bot credentials...
[LOG 23/04/2020 - 12:26:40] Ready!
[LOG 23/04/2020 - 12:29:09] Starting funcs...
